Win-Loss Percentage,SO,IP,Age,Lg,H,R,ERA,SB,BA,OBP
0.667,56,82.2,25,AL,71,26,2.5,0,0.235,0.273
0.5,56,72.2,34,NL,78,37,4.21,7,0.279,0.356
0.636,56,77,33,AL,87,42,3.97,8,0.283,0.327
0.286,56,119,32,AL,160,76,5.07,8,0.332,0.393
0.5,56,86.2,28,AL,84,37,3.53,2,0.261,0.336
0.364,56,81.1,29,AL,101,45,4.76,1,0.307,0.344
0.5,56,75.1,27,AL,87,50,5.5,9,0.298,0.352
0.429,56,67,26,AL,67,34,3.9,4,0.253,0.323
0.5,56,68.2,26,AL,50,25,3.15,8,0.208,0.307
0.444,56,72.2,30,NL,78,34,3.84,5,0.276,0.316
0.313,56,126,25,AL,128,66,4.36,4,0.267,0.335
0.571,56,73,26,AL,83,47,5.42,21,0.286,0.355
0.273,56,70.1,30,AL,72,26,2.94,1,0.273,0.336
0.625,56,91,33,AL,84,37,3.16,0,0.248,0.289
0.385,56,103.1,27,AL,126,74,6.36,3,0.301,0.342
0.25,56,71,27,NL,72,26,2.79,1,0.264,0.316
0.563,56,79,27,AL,67,38,3.42,5,0.23,0.298
0.625,56,100.2,28,AL,108,63,5.1,5,0.278,0.35
0.333,55,72,26,NL,69,34,4,4,0.252,0.303
0.5,55,72,26,AL,85,50,5.38,3,0.29,0.356
0.333,55,69.2,27,AL,78,46,5.3,4,0.283,0.346
0.167,55,69.2,26,NL,96,61,7.75,3,0.325,0.379
0.571,55,69.1,27,AL,66,39,4.8,3,0.252,0.295
0.6,55,70.1,28,AL,63,19,2.43,5,0.244,0.313
0.4,55,94,26,AL,110,57,5.27,6,0.288,0.334
0.429,55,80.2,32,AL,82,49,5.47,5,0.262,0.295
0.4,55,65.2,35,AL,67,34,4.25,1,0.261,0.315
0.6,55,80.1,25,NL,77,29,2.91,1,0.261,0.289
0.2,55,69.2,23,AL,74,39,4.65,3,0.267,0.311
0.143,55,73,26,AL,67,24,2.96,2,0.253,0.336
0.6,55,70.2,40,NL,71,27,2.93,5,0.264,0.288
0.545,55,68.1,30,NL,78,41,4.61,7,0.284,0.339
0.45,55,142.2,39,AL,180,88,5.11,7,0.311,0.367
0.875,55,69.1,26,NL,67,28,3.25,7,0.255,0.314
0.364,55,102,25,AL,111,53,4.32,3,0.275,0.326
0.333,55,82.2,39,NL,71,36,3.7,8,0.234,0.33
0.385,55,72,31,NL,73,37,4.5,4,0.26,0.331
0.143,55,75.1,36,AL,97,47,5.26,1,0.313,0.357
0.5,55,75,32,NL,70,31,3.48,4,0.242,0.305
0.625,54,65.2,38,NL,54,25,3.15,0,0.221,0.271
0.5,54,71.1,33,NL,57,37,4.04,3,0.224,0.302
0.667,54,81,26,NL,78,32,3.11,6,0.258,0.336
0.429,54,66.1,26,NL,61,25,3.26,2,0.24,0.282
0.714,54,68,32,NL,64,35,4.5,1,0.243,0.291
0.455,54,73.1,32,NL,79,49,5.89,3,0.278,0.355
0.375,54,84,26,NL,84,42,4.29,0,0.264,0.325
0.25,54,73.1,31,AL,78,42,4.17,3,0.27,0.336
0.25,54,67.2,31,AL,66,34,4.26,4,0.254,0.316
0.364,54,78.1,23,NL,106,54,5.97,14,0.328,0.371
0.556,54,70.1,39,NL,72,35,4.35,4,0.271,0.341
0.625,54,67,34,NL,60,29,3.49,1,0.243,0.313
0.5,54,74,28,NL,77,41,4.14,4,0.265,0.299
0.25,54,94,29,AL,106,60,5.36,6,0.289,0.365
0.75,54,71.2,28,NL,51,19,2.39,3,0.198,0.249
0.25,54,80.1,27,NL,70,30,2.91,14,0.244,0.308
0.833,54,65.1,28,AL,45,20,2.48,4,0.201,0.293
0.333,54,77.2,36,NL,79,32,3.59,7,0.261,0.307
0.667,54,66.1,28,NL,61,18,2.17,1,0.25,0.277
0.667,54,88.2,29,NL,85,40,3.25,3,0.259,0.345
0.625,54,67.2,37,NL,72,35,3.72,10,0.27,0.35
0.5,54,97.2,35,NL,116,56,4.42,6,0.299,0.354
0.5,54,65,26,AL,74,40,5.12,2,0.287,0.362
0.5,54,66,31,NL,65,29,3.95,1,0.259,0.316
0.333,54,92,31,NL,129,75,6.55,1,0.336,0.392
0.5,54,78,30,NL,68,28,3.12,6,0.231,0.31
0.667,53,71,30,NL,67,26,2.92,1,0.254,0.314
0.364,53,72,28,AL,96,50,6,10,0.323,0.384
0.778,53,85,29,AL,97,35,3.18,5,0.29,0.351
0.636,53,66.2,32,NL,72,26,3.38,3,0.278,0.339
0.444,53,71.1,28,NL,72,39,4.04,5,0.262,0.342
0.556,53,70.2,23,NL,73,34,4.2,4,0.267,0.324
0.75,53,65.1,31,AL,59,29,3.99,3,0.242,0.325
1,53,80.2,25,NL,65,35,3.35,7,0.223,0.292
0.4,53,69.1,25,AL,66,23,2.47,3,0.258,0.307
0.5,53,67.1,29,AL,66,31,4.14,6,0.256,0.315
0.636,53,67,28,AL,53,27,2.96,2,0.213,0.289
0.286,53,65,35,AL,63,27,3.46,4,0.257,0.313
0.357,53,99.2,27,NL,104,52,3.88,5,0.272,0.34
0.2,53,65.1,27,AL,73,45,5.65,3,0.285,0.364
0.333,53,81,26,NL,93,54,5.56,3,0.289,0.345
0.571,53,68,33,AL,70,33,4.24,13,0.263,0.36
0.25,53,77.1,32,AL,84,60,6.4,3,0.273,0.355
0.231,52,67.2,35,AL,105,81,9.58,6,0.351,0.417
0.222,52,85.1,27,AL,116,68,6.22,2,0.329,0.389
0.364,52,88.2,25,NL,90,45,4.26,3,0.269,0.33
0.286,52,67.2,25,NL,59,31,3.46,2,0.229,0.286
0.556,52,72.2,30,AL,67,38,4.09,3,0.239,0.307
0.316,52,131,26,AL,163,88,5.43,4,0.306,0.348
0.5,52,72.1,32,AL,93,46,5.72,2,0.316,0.379
0.571,52,68,36,AL,58,30,3.44,7,0.232,0.299
0.5,52,100.1,24,AL,106,57,4.66,11,0.271,0.355
0.4,52,67.1,26,NL,60,29,3.61,2,0.243,0.324
0.375,52,88.1,24,NL,99,48,4.38,10,0.281,0.345
0.667,51,79.1,34,NL,82,35,3.74,0,0.267,0.282
0.333,51,70.1,29,AL,70,44,5.63,8,0.256,0.341
0.4,51,73,33,AL,63,27,3.21,3,0.232,0.277
0.875,51,66.1,32,NL,45,19,2.58,3,0.201,0.262
0.333,51,78.1,25,AL,103,65,6.2,2,0.319,0.387
0.5,51,66.2,33,NL,65,24,3.1,3,0.251,0.297
0.5,51,75,34,AL,81,27,2.64,5,0.272,0.311
0.727,51,92.1,32,NL,86,36,2.92,7,0.249,0.294
0.444,51,78.2,23,AL,87,54,6.06,8,0.289,0.395
0.714,51,78,27,NL,91,37,3.58,5,0.3,0.352
0.455,51,79.2,26,NL,84,42,4.63,7,0.276,0.336
0.308,51,90.2,27,AL,89,44,4.07,8,0.254,0.317
0.273,51,101.1,35,NL,130,61,5.06,3,0.324,0.382
0.5,50,65,24,AL,60,39,5.4,3,0.248,0.342
0.5,50,86.2,27,NL,88,43,4.15,1,0.268,0.324
0.714,50,80.2,31,NL,71,28,2.57,2,0.237,0.309
0.25,50,73.2,38,NL,71,34,3.91,1,0.257,0.321
0.455,50,65.1,28,AL,68,42,4.27,15,0.266,0.323
0.25,50,71.2,29,NL,99,56,6.91,3,0.339,0.408
0.143,50,67.1,27,AL,88,47,6.28,1,0.321,0.371
0.429,50,74.2,26,AL,81,53,5.79,0,0.282,0.355
0.4,50,74.2,27,NL,82,28,3.01,3,0.278,0.318
0.333,50,83.2,26,AL,103,67,6.88,3,0.308,0.367
0.25,50,66.2,32,NL,77,36,4.46,7,0.296,0.354
0.182,50,66.1,30,AL,84,57,7.06,3,0.309,0.371
0.111,50,85.1,23,AL,106,61,5.59,7,0.306,0.36
0.5,50,75.2,26,NL,65,30,2.85,17,0.226,0.292
0.556,50,75,33,NL,71,33,3.72,6,0.246,0.304
0.571,50,66.1,32,NL,59,31,4.07,7,0.233,0.301
0.667,50,65,26,AL,77,43,5.54,8,0.302,0.398
0.714,50,67,26,NL,66,23,2.96,1,0.261,0.273
0.3,50,82.2,29,NL,97,50,4.25,5,0.293,0.336
0.75,50,81,27,AL,83,40,4.44,6,0.259,0.33
0.222,49,66,25,NL,67,36,4.77,0,0.269,0.33
0.143,49,70,25,AL,66,41,5.14,6,0.246,0.311
0.444,49,74.1,27,AL,76,41,4.36,9,0.271,0.337
0.375,49,69.1,29,AL,84,53,5.71,7,0.299,0.349
1,49,73,29,AL,68,26,2.96,1,0.252,0.303
0.375,49,65.2,25,AL,69,32,4.11,2,0.267,0.317
0.417,49,84.1,25,NL,88,45,4.48,4,0.269,0.311
0.455,49,70.1,24,NL,66,36,4.35,0,0.253,0.316
0.4,49,71.2,27,NL,81,36,4.02,4,0.287,0.339
1,49,72,38,AL,60,24,2.75,4,0.227,0.265
0.417,49,68,30,NL,72,34,3.97,4,0.274,0.352
0.364,49,73.1,25,AL,82,48,5.4,7,0.283,0.341
0.5,49,76.2,24,AL,71,37,3.87,1,0.251,0.313
0.625,49,75.2,27,AL,78,41,4.52,8,0.269,0.35
0.462,49,99,24,NL,97,43,3.91,6,0.262,0.316
0.091,49,109.1,27,AL,141,94,6.75,11,0.314,0.379
0.222,48,66.2,26,NL,83,46,6.08,9,0.305,0.356
0.333,48,78.2,24,AL,88,45,4.46,2,0.285,0.337
0.429,48,75.1,29,NL,88,35,4.06,2,0.293,0.334
0.75,48,66.2,24,NL,53,17,2.02,5,0.225,0.308
0.8,48,67.1,37,NL,84,48,6.42,1,0.317,0.354
0.4,48,100.2,27,AL,100,56,4.56,4,0.26,0.333
0.429,48,69,34,AL,59,34,3.78,12,0.229,0.308
0.231,48,97,32,NL,127,67,6.03,1,0.326,0.384
0.4,48,68.1,36,AL,61,26,3.16,8,0.246,0.338
0.444,47,80.1,30,AL,90,42,4.48,1,0.285,0.317
0.375,47,75.2,28,AL,87,37,4.04,1,0.295,0.373
0.455,47,80,44,AL,100,46,5.17,2,0.302,0.331
0.5,47,69.2,28,NL,64,32,4,4,0.251,0.317
0.375,47,68.2,28,NL,78,38,4.85,1,0.289,0.343
0.286,47,69.2,25,NL,63,35,4.52,1,0.243,0.33
0.636,47,86,37,NL,92,40,4.08,5,0.279,0.322
0.333,47,66.1,31,AL,78,46,5.56,5,0.296,0.35
0.778,47,80.1,24,NL,72,24,2.46,4,0.242,0.287
0.6,47,86,28,AL,100,48,4.6,2,0.288,0.34
0.364,47,71.1,24,AL,67,41,4.67,0,0.25,0.363
0.385,47,90.2,24,AL,95,66,5.96,5,0.273,0.338
0,47,65.1,28,NL,56,24,3.03,1,0.231,0.269
0.571,47,71,24,AL,77,46,4.69,8,0.28,0.361
1,47,65,23,AL,55,21,2.22,1,0.232,0.303
0.5,47,74.2,25,AL,84,48,5.79,7,0.283,0.347
0.625,47,84.2,28,NL,87,38,3.72,9,0.272,0.344
0.286,47,67.2,27,NL,62,33,3.99,1,0.246,0.308
0.625,47,72.1,21,NL,74,32,3.73,4,0.261,0.306
0.4,46,70.2,27,NL,77,34,4.33,3,0.278,0.339
0.375,46,69.2,33,AL,86,54,6.59,3,0.305,0.371
0.556,46,72,26,AL,70,28,3.25,1,0.259,0.314
0.286,46,70.1,33,AL,92,52,6.14,2,0.304,0.336
0.222,46,70,24,NL,82,61,7.59,6,0.299,0.38
0.5,46,70.1,24,AL,64,36,4.35,4,0.241,0.285
0,46,65,34,AL,69,33,4.15,1,0.279,0.339
0.429,46,70,25,NL,82,41,4.89,6,0.295,0.346
0.8,46,73.2,26,NL,68,23,2.81,0,0.246,0.306
0.2,46,73.2,29,NL,81,35,3.91,6,0.277,0.329
0.154,46,73.1,25,AL,96,56,6.5,10,0.327,0.407
0.462,46,67.2,31,NL,62,41,5.19,4,0.239,0.325
0.571,46,72.1,34,AL,71,26,2.99,7,0.259,0.312
0.6,46,78.1,24,AL,80,45,4.71,5,0.262,0.342
0.222,45,65.2,23,NL,68,38,5.21,0,0.272,0.345
0.333,45,71,40,NL,94,59,7.35,1,0.32,0.363
0.8,45,86.2,29,AL,80,24,2.28,3,0.247,0.282
0.444,45,71.2,23,AL,66,26,2.76,1,0.237,0.273
0.375,45,69,24,NL,80,35,4.43,2,0.288,0.364
0.25,45,90.2,33,NL,122,72,6.35,8,0.325,0.384
0.5,45,84.2,24,AL,100,50,4.68,6,0.291,0.326
0.5,45,67,27,AL,52,16,2.01,4,0.217,0.283
0.25,45,67.1,24,AL,90,44,5.88,6,0.331,0.374
0.444,45,79.1,29,NL,87,48,4.99,4,0.275,0.354
0.7,44,91.1,24,AL,77,32,3.05,1,0.231,0.282
0.182,44,74.2,26,NL,109,60,6.99,1,0.346,0.406
0.231,44,79.1,24,NL,102,57,5.9,6,0.322,0.407
0.5,44,73.1,30,NL,57,20,2.33,7,0.213,0.244
0.444,44,87.1,26,NL,89,38,3.3,13,0.264,0.343
0.467,44,116.2,35,NL,132,69,4.63,4,0.293,0.373
0.889,44,73,33,NL,61,20,2.22,2,0.228,0.292
0.455,44,74,28,AL,64,27,3.16,5,0.237,0.304
0.556,43,65,25,AL,74,34,3.88,0,0.29,0.345
0.444,43,70,24,NL,80,43,5.27,4,0.293,0.359
0.5,43,68.1,29,NL,73,36,4.74,2,0.277,0.34
0.5,43,77.2,25,NL,88,38,4.06,3,0.297,0.356
0.75,43,73.1,28,NL,68,25,2.82,5,0.245,0.309
0.286,43,68.2,27,NL,71,30,3.67,2,0.275,0.326
0.429,43,74.1,32,NL,73,30,3.51,10,0.263,0.311
0.143,43,67.2,25,NL,76,37,4.12,5,0.286,0.319
0.4,43,83.2,22,AL,90,53,5.49,15,0.27,0.332
0.6,43,73,25,AL,72,38,4.56,2,0.264,0.315
0.5,42,72,29,NL,64,18,2,3,0.239,0.296
0.4,42,69.2,28,AL,72,40,4.65,2,0.268,0.307
0.375,42,84.2,34,AL,90,48,4.36,10,0.275,0.328
0.308,42,98.2,30,AL,143,81,7.39,5,0.34,0.374
0.857,42,68.2,32,NL,54,21,2.49,1,0.228,0.291
0.455,42,97,22,AL,106,46,4.27,6,0.278,0.307
0.625,42,69.2,36,NL,49,20,2.45,9,0.198,0.271
0.75,42,65,37,NL,57,25,3.46,2,0.23,0.27
0.417,42,71,31,AL,56,28,3.17,1,0.219,0.285
0.625,41,73.1,25,NL,71,29,3.44,4,0.255,0.307
0.444,41,73.1,24,NL,82,43,4.91,5,0.283,0.345
0.667,41,78,26,NL,81,39,4.5,6,0.277,0.352
0.667,41,68.1,26,AL,91,35,4.48,5,0.329,0.362
0,41,70,25,AL,83,60,7.71,10,0.305,0.383
0.429,41,67.2,32,NL,81,35,3.33,9,0.3,0.373
0.667,41,68.2,29,AL,55,21,2.49,3,0.22,0.272
0.444,41,119,39,AL,156,79,5.52,7,0.321,0.379
0.625,41,66.1,28,NL,57,22,2.85,2,0.241,0.3
0.444,41,66,25,NL,63,26,3,3,0.258,0.319
0.125,40,66,34,AL,73,40,4.5,3,0.278,0.339
0.5,40,66,25,NL,59,37,4.91,5,0.239,0.314
0,40,70.2,31,AL,70,20,2.29,5,0.268,0.319
0.462,40,85.2,25,NL,96,56,5.15,1,0.282,0.344
0.222,39,71.1,27,NL,92,37,4.04,2,0.315,0.356
0.667,39,67,24,NL,59,41,4.3,6,0.24,0.32
0.333,38,73,27,NL,85,45,5.42,11,0.294,0.387
0.714,38,69.1,32,AL,74,36,4.67,3,0.27,0.324
0.5,38,66.1,22,AL,53,29,3.53,4,0.224,0.306
0.5,38,70,28,AL,61,19,2.19,3,0.238,0.273
1,38,65,23,NL,40,12,1.52,1,0.175,0.259
0.333,38,74.1,28,NL,86,48,5.33,5,0.296,0.361
0.273,38,85.1,24,NL,93,56,5.27,9,0.286,0.361
0.286,38,67.2,27,NL,83,48,6.12,8,0.299,0.362
0.333,37,79.1,24,NL,96,45,4.99,8,0.307,0.348
0.75,37,68.1,27,NL,82,36,4.74,2,0.306,0.342
0.167,37,68.1,27,NL,71,29,3.69,10,0.28,0.34
0.417,37,65,26,NL,57,25,3.46,1,0.243,0.322
0.417,37,87.2,24,AL,88,47,4.83,2,0.262,0.326
0.154,37,79.2,25,AL,101,61,6.21,1,0.31,0.377
0.333,37,70.2,22,AL,83,50,6.11,15,0.288,0.348
0.333,36,66.1,32,NL,71,30,3.93,5,0.273,0.322
0.75,36,67,29,NL,70,21,2.28,9,0.282,0.345
0,36,68,35,NL,48,17,1.85,0,0.198,0.253
0.25,36,66.1,26,NL,66,30,3.93,2,0.261,0.331
0.5,36,71.2,24,AL,71,33,3.52,9,0.257,0.326
0.143,35,71,27,NL,94,49,6.08,5,0.322,0.372
0.5,35,69.1,24,AL,88,44,5.06,3,0.305,0.336
0.167,34,70.2,32,NL,82,44,4.84,3,0.297,0.367
0.364,34,65.2,27,AL,66,31,4.25,2,0.262,0.305
0.333,33,65,33,AL,62,24,2.49,8,0.254,0.306
0.5,33,65.1,28,AL,66,36,4.96,9,0.269,0.342
0.333,33,70.1,35,NL,80,32,3.84,3,0.294,0.355
0.4,32,68,33,NL,85,45,5.82,2,0.315,0.37
0.667,32,66.1,35,AL,79,36,4.21,8,0.303,0.369
0.429,32,76.2,28,NL,101,42,4.93,0,0.324,0.361
0.4,30,67,23,AL,49,33,3.9,1,0.203,0.301
0.75,30,69.1,32,AL,77,31,3.89,0,0.292,0.363
0.333,27,70,27,AL,72,35,4.24,4,0.265,0.281
0.333,26,66,34,NL,80,30,3.95,3,0.305,0.348
0.8,26,68,29,AL,84,37,4.63,2,0.306,0.36
0.556,23,74,23,NL,72,33,4.01,1,0.267,0.321
0.267,20,94,33,AL,117,68,5.65,2,0.304,0.34
